summary_index,product,categories,avg_sentiment,avg_rating,rating_count,avg_doRecommend,sample_feedback,rank
53,Retail Brand Echo And Xyz Brand Tv Power Adapter,"['office electronics', 'tablets', 'electronics', 'computers & tablets', 'ereaders', 'electronics features']",1.0,4.0,1,1.0,"Great first e-readerThis is the first e-reader I've gotten and I LOVE it! In general, brand names are awesome because there is a bunch of free material you can download on Target that you can just carry around with you. The page turning function is a little weird to get used to but you can also swipe if you don't like the sensors on the side. When you turn off the brand name there is a screen saver that is typically some kind of ad, which is kind of annoying, but it's not really worth it to pay to have the ads taken off. Again, just something to get used to. It's really easy to navigate, you can even highlight and take notes. I don't really now too much about other e-readers or brand names but I'm really happy I bought this and I'd recommend it to anyone!",4.0
54,Retail Brand Echo And Xyz Brand Tv Power Adapter Retail Brand Echo And Xyz Brand Tv Power Adapter,"['office electronics', 'tablets', 'electronics', 'computers & tablets', 'ereaders', 'electronics features']",1.0,5.0,7,1.0,"Love the voyageI previously had a first edition paper white and finally pulled the trigger on a voyage. I'm so glad I did, the resolution is great and it seems easier to read. I also like that the screen is completely flat. I don't really use the page turn buttons like I thought i would but it is nice to have the option.",35.0
55,Retail Brand Tap Portable Bluetooth And Wi Fi Speaker Black,"['stereos', 'remote controls', 'audio', 'kitchen & dining features', 'electronics', 'tvs & electronics', 'retail', 'smart home', 'wireless speakers', 'home security', 'home automation', 'home', 'garage & office', 'electronics features', 'ipod', 'home & furniture clearance', 'consumer electronics', 'surveillance', 'home improvement', 'smart hubs', 'holiday shop']",1.0,5.0,1,1.0,"Great, Love It!I love this so much, I bought two! Also bought one for my parents. It is really easy to start up. Walks you right through the install process. I highly recommend.",5.0
56,Retail Brand Tap Portable Bluetooth And Wi Fi Speaker Black Retail Brand Tap Portable Bluetooth And Wi Fi Speaker Black,"['stereos', 'remote controls', 'audio', 'kitchen & dining features', 'electronics', 'tvs & electronics', 'retail', 'smart home', 'wireless speakers', 'home security', 'home automation', 'home', 'garage & office', 'electronics features', 'ipod', 'home & furniture clearance', 'consumer electronics', 'surveillance', 'home improvement', 'smart hubs', 'holiday shop']",0.9810725552050473,4.728706624605678,317,0.9747634069400631,Sorry I Did Not Buy It SoonerI love it. So easy to set up. Works with all my Target apps like Audible. Learning something new about it every day. Especially like using it for music. Totally happy with the item and purchase!,1470.627760252366
57,Retail Brand Xyz Brand 16Gb 5Th Gen 2015 Release Black,"['office electronics', 'tablets', 'electronics', 'computers & tablets', 'ereaders', 'electronics features']",1.0,4.0,1,1.0,"bought this because it was a replacement.I love my brand name Voyage, however it does not have a speaker for audio books. and changes settings ie. remaining time/pages left in book on it's own.",4.0
58,Retail Brand Xyz Brand 16Gb 5Th Gen 2015 Release Black Retail Brand Xyz Brand 16Gb 5Th Gen 2015 Release Black,"['office electronics', 'tablets', 'electronics', 'computers & tablets', 'ereaders', 'electronics features']",1.0,4.75,4,1.0,Great gift for book lovershighly recommend this product to all book lovers...,19.0
59,Retail Brand Xyz Brand 9W Powerfast Official Oem Usb Charger And Power Adapter For Xyz Brand Tablets And Brand Name Ereaders,"['stereos', 'remote controls', 'audio', 'kitchen & dining features', 'electronics', 'tvs & electronics', 'retail', 'smart home', 'wireless speakers', 'home security', 'home automation', 'home', 'garage & office', 'electronics features', 'ipod', 'home & furniture clearance', 'consumer electronics', 'surveillance', 'home improvement', 'smart hubs', 'holiday shop']",1.0,5.0,1,1.0,Lots of Fun!It's a positive addition to the household. I enjoy having Alexa around the house.,5.0
60,Retail Brand Xyz Brand Hd 10 Tablet Wi Fi 16 Gb Special Offers Silver Aluminum Retail Brand Xyz Brand Hd 10 Tablet Wi Fi 16 Gb Special Offers Silver Aluminum,"['stereos', 'remote controls', 'audio', 'kitchen & dining features', 'electronics', 'tvs & electronics', 'retail', 'smart home', 'wireless speakers', 'home security', 'home automation', 'home', 'garage & office', 'electronics features', 'ipod', 'home & furniture clearance', 'consumer electronics', 'surveillance', 'home improvement', 'smart hubs', 'holiday shop']",0.984375,4.7734375,128,0.96875,Sounds greatReally enjoy my echo. Great sound fun to use and stylist,601.453125
61,Retail Brand Xyz Brand Hd 6 Standing Protective Case 4Th Generation 2014 Release Cayenne Red Retail Brand 5W Usb Official Oem Charger And Power Adapter For Xyz Brand Tablets And Brand Name Ereaders,"['stereos', 'remote controls', 'audio', 'kitchen & dining features', 'electronics', 'tvs & electronics', 'retail', 'smart home', 'wireless speakers', 'home security', 'home automation', 'home', 'garage & office', 'electronics features', 'ipod', 'home & furniture clearance', 'consumer electronics', 'surveillance', 'home improvement', 'smart hubs', 'holiday shop']",1.0,5.0,1,1.0,"Amazing DeviceWhat an amazing device. I can ask it questions about sports, weather, traffic, music ... it tells me jokes, provides me with interesting trivia, turns on my lights in the morning, turns them off at night, plays music and many other useful tricks. This will again revolutionize home functionality in our lives.",5.0
62,Retail Brand Xyz Brand Hd 6 Standing Protective Case 4Th Generation 2014 Release Cayenne Red Retail Brand Xyz Brand Hd 6 Standing Protective Case 4Th Generation 2014 Release Cayenne Red,"['stereos', 'remote controls', 'audio', 'kitchen & dining features', 'electronics', 'tvs & electronics', 'retail', 'smart home', 'wireless speakers', 'home security', 'home automation', 'home', 'garage & office', 'electronics features', 'ipod', 'home & furniture clearance', 'consumer electronics', 'surveillance', 'home improvement', 'smart hubs', 'holiday shop']",1.0,4.833333333333333,6,1.0,A lot of potentialMy family really enjoys the retail brand Echo. We have it set up to automate our home and remind us of things that are in our schedules. We picked up the Echo and two of the Echo Dots. We love to play our music and control our television by just simply telling it to do so. Locate your phone with one of the skills. I purchased one for my mother so she can use My Buddy if she gets hurt and call for someone if she can't get to her phone. There is a lot of potential for development in home automation as well as the connected automobile.,29.0
63,Retail Brand Xyz Brand Hd 8 8In Tablet 16Gb Black B018Szt3Bk 6Th Gen 2016 Android,"['office electronics', 'tablets', 'electronics', 'computers & tablets', 'ereaders', 'electronics features']",1.0,5.0,1,1.0,"Great brand nameA bit pricey, but worth the money in my opinion. Perfect size and great screen!",5.0
64,Retail Brand Xyz Brand Hd 8 8In Tablet 16Gb Black B018Szt3Bk 6Th Gen 2016 Android Retail Brand Xyz Brand Hd 8 8In Tablet 16Gb Black B018Szt3Bk 6Th Gen 2016 Android,"['office electronics', 'tablets', 'electronics', 'computers & tablets', 'ereaders', 'electronics features']",1.0,4.7388059701492535,134,0.9850746268656716,Love my brand name VoyageI am very please with my brand name Voyage. The size is perfect and the control lighting is exactly what I was looking for. Would recommend this to anyone.,635.0
65,Retail Brand Xyz Brand Kids Edition Tablet 7 Display Wi Fi 16 Gb Blue Kid Proof Case Blue,"['office electronics', 'tablets', 'electronics', 'computers & tablets', 'ereaders', 'electronics features']",1.0,4.833333333333333,6,1.0,"great e readerThe text is sharp and paper like in well lit conditions. When using the backlight in dark conditions it becomes less paper like but is quiet useful if you wanna ditch clip on lights. Can set on automatic brightness level or manually set. Slim and lightweight when not using a case which I appreciate most about this brand name. Makes for easy holding and carrying/packing. Practically any book at the palm of my hand on this one device. I also like that it has page press which is outer press buttons for page turning. One con is its not all that speedy and responsive when going though the store, though it is the fastest brand name yet. I would NOT say it is 80 to 100 dollars well spent over the paperweight. In fact i would recommend the paper weight when its come down to price. Im just someone who wants the best of the best so I bought 2 of these. One for my love as a gift, then I went and bought myself one. It was a well recieved gift and I aquired major browny points. We give them 4 thumbs up. We can read together in bed, in the woods, on the road or wherever we like. This is the voyager after all and it is intended to be with you wherever you go. I would give it 4.5 if that was an option.",29.0
66,Retail Brand Xyz Brand Tv,"['stereos', 'remote controls', 'audio', 'kitchen & dining features', 'electronics', 'tvs & electronics', 'retail', 'smart home', 'wireless speakers', 'home security', 'home automation', 'home', 'garage & office', 'electronics features', 'ipod', 'home & furniture clearance', 'consumer electronics', 'surveillance', 'home improvement', 'smart hubs', 'holiday shop']",1.0,5.0,1,1.0,"Echo whiteEcho is learning everyday and its uses daily, i use it in place of a speaker and connect my phone to it.",5.0
67,Retail Brand Xyz Brand Tv Brand Name Dx Leather Cover Black Fits 9 7 Display Latest And 2Nd Generation Brand Name Dxs,"['stereos', 'remote controls', 'audio', 'kitchen & dining features', 'electronics', 'tvs & electronics', 'retail', 'smart home', 'wireless speakers', 'home security', 'home automation', 'home', 'garage & office', 'electronics features', 'ipod', 'home & furniture clearance', 'consumer electronics', 'surveillance', 'home improvement', 'smart hubs', 'holiday shop']",1.0,5.0,1,1.0,"Remarkable DeviceThe retail brand Echo is an essential piece of technology to achieve the complete ""SmartHome"" experience. Two thumbs up!",5.0
68,Retail Brand Xyz Brand Tv Retail Brand Xyz Brand Tv,"['stereos', 'remote controls', 'audio', 'kitchen & dining features', 'electronics', 'tvs & electronics', 'retail', 'smart home', 'wireless speakers', 'home security', 'home automation', 'home', 'garage & office', 'electronics features', 'ipod', 'home & furniture clearance', 'consumer electronics', 'surveillance', 'home improvement', 'smart hubs', 'holiday shop']",0.9762470308788599,4.650039588281868,2526,0.9592240696753761,"Echo blackEcho is learning everyday and its uses daily, the fact that's it Bluetooth is awesome.",11466.997624703086
69,Standing Protective Case For Xyz Brand Hd 6 4Th Generation Black,"['tablets', 'computers & tablets', 'electronics', 'tech toys', 'media', 'retail']",1.0,4.0,1,1.0,Easy to useGift purchased for my five year old cousin. She has learned how to download various games and movies. She turned it on and immediately started exploring and learning how to work this device. Her mommy said it keeps her entertained and quite while riding.,4.0
70,Xyz Brand Hd 8 Tablet With Alexa 8 Hd Display 16 Gb Tangerine With Special Offers,"['tablets', 'computers & tablets', 'electronics', 'tech toys', 'media', 'retail']",1.0,4.666666666666667,6,1.0,Great buyGreat gift for my nieceShe is using it every day,28.0
71,Xyz Brand Hd 8 Tablet With Alexa 8 Hd Display 32 Gb Tangerine With Special Offers,"['tablets', 'computers & tablets', '']",1.0,5.0,2,1.0,I like the bigger screen.My grandkids play on my smaller one. Thought I better get a back up for me.,10.0
72,Xyz Brand Hd 8 Tablet With Alexa 8 Hd Display 32 Gb Tangerine With Special Offers,"['tablets', 'electronics', 'computers', 'computer components', 'hard drives & storage', 'computers & tablets', '']",1.0,4.833333333333333,12,1.0,"Easy readerBought this for my wife. She is a constant reader and put away her previous brand names for this one. She now has internet access also, so she can find more books anytime she wants.",58.0
73,Xyz Brand Kids Edition Tablet 7 Display Wi Fi 16 Gb Green Kid Proof Case,"['accessories', '']",1.0,3.6666666666666665,6,0.5,"I'm stunned by negative reviews here.I bought one of the first Macs in the 80s. I've had 'too many to count since then.' I am an early adopter, by nature. This has been true of Target's brand name product as well having owned the First Generation brand name, K2, K3 and now the K Touch. Love the reader. And I love this case as well. I hear all of these complaints that this leather case looks cheap or doesn't have a closure, or it's too slippery. PLEASE. I find it to be a PERFECT fit for the brand name Touch. The unit snaps in a la DoDo Case -- which is such a great product for iPad. Very similar design only on a much smaller scale, obviously. The leather is not an issue for me. I do NOT find it to be too slippery at all unless, perhaps, your hands are covered in oil This is a first class cover for a first class e-reader. And NO. I do not work for Target. I'm just a HUGE brand name fan.",22.0
74,Xyz Brand Kids Edition Tablet 7 Display Wi Fi 16 Gb Green Kid Proof Case,"['computers & tablets', 'tablets', '']",0.9338842975206612,4.462809917355372,242,0.9338842975206612,Great productThe tablet is very light and streams well. I only use it to stream movies and it's much ligher then an iPad so makes mobility that much better.,1008.595041322314
75,Xyz Brand Kids Edition Tablet 7 Display Wi Fi 16 Gb Green Kid Proof Case,"['tablets', 'computers & tablets', '']",0.942936673625609,4.521920668058455,1437,0.9366736256089074,"Great tablet for kids!I purchased two of these tablet a pink and blue. They was for my 5 and 7 years children. They really love their tablets. Yes, it was a birthday gift.",6127.202505219207
76,Xyz Brand Tablet 7 Display Wi Fi 8 Gb Includes Special Offers Black,[''],1.0,4.7368421052631575,19,1.0,"Paperwhite voyage, no regrets!I initially had trouble deciding between the paperwhite and the voyage because reviews more or less said the same thing: the paperwhite is great, but if you have spending money, go for the voyage.Fortunately, I had friends who owned each, so I ended up buying the paperwhite on this basis: both models now have 300 ppi, so the 80 dollar jump turns out pricey the voyage's page press isn't always sensitive, and if you are fine with a specific setting, you don't need auto light adjustment).It's been a week and I am loving my paperwhite, no regrets! The touch screen is receptive and easy to use, and I keep the light at a specific setting regardless of the time of day. (In any case, it's not hard to change the setting either, as you'll only be changing the light level at a certain time of day, not every now and then while reading).Also glad that I went for the international shipping option with Target. Extra expense, but delivery was on time, with tracking, and I didnt need to worry about customs, which I may have if I used a third party shipping service.",90.0
77,Xyz Brand Tablet 7 Display Wi Fi 8 Gb Includes Special Offers Black,"['electronics', 'computers', 'accessories', 'electronics features', 'tablets', 'computers & tablets', 'tech toys', 'media', 'retail']",1.0,4.833333333333333,6,1.0,"greatMy 3 yr old has already figured it all out. User friendly and durable with the case. Lots of free content, keeps them busy when need be.",29.0
78,Xyz Brand Tablet 7 Display Wi Fi 8 Gb Includes Special Offers Black,"['electronics', 'retail', '']",1.0,5.0,3,1.0,"Must have device, especially for Target app members 28,I was fortunate to order one of these as soon as it was announced. As an Target app member, I was able to buy the XYZ brand TV Stick for 19 during a two day sale. I figured, for that price, I might as well test it out!Set up was easy and straight forward. I find that the interface is quick and easy to use. The interface and streaming on the Stick is much faster than the Target app built into my HDTV. This fact alone made this a great purchase. Here are some more thoughts I have on the XYZ brand TV Stick so far: PROS:- Quick, easy to use, polished interface- Wireless streaming works really well- Target Instant video loads, fast forwards, and rewinds really fast- A dedicated app Menu allows app members to easily see what free content is available- Unlike Chromecast, the XYZ brand TV Stick includes a remote- Can stream your own videos by first uploading them to your cloud disk- Can play quite a few casual games- Awesome, irresistible price for Target app users. I got it for 19 during the two day sale.- Better specs than Chromecast and Roku Stick- Ultraportable. I plan to use XYZ brand TV Stick when I travel for work and to visit family- Stream local videos and other content using the Plex app http://www.Target.com/Plex-Inc/dp/B004Y1WCDE/ (Thanks BikeRider!) CONS:- Included remote doesn't support voice search. That remote costs extra. Would be nice to have a second XYZ brand TV Stick model that includes the voice search remote, rather can requiring us to buy a second remote.- Probably won't be able to use universal remotes with this unless Logitech offers a compatible device.- Not as fast as XYZ brand TV, but since the Stick is so much cheaper, this is not really an issue.Read more",15.0
79,Xyz Brand Tablet 7 Display Wi Fi 8 Gb Includes Special Offers Black,"['electronics', 'tablets', 'computers & tablets', 'ereaders']",0.9333333333333333,4.6,30,0.9666666666666667,totally deieddoesnot work After three weeksI cannot open it. so sad,128.79999999999998
80,Xyz Brand Tablet 7 Display Wi Fi 8 Gb Includes Special Offers Black,"['office electronics', 'tablets', 'electronics', 'computers & tablets', 'ereaders', 'electronics features']",1.0,4.816326530612245,49,0.9795918367346939,Love the size of itI would recommend this product. It works great and ver compact.,236.0
81,Xyz Brand Tablet 7 Display Wi Fi 8 Gb Includes Special Offers Black,"['retail', 'ereaders', 'electronics', 'accessories']",1.0,4.5,16,0.875,"One Echo, two power cords, like having two Echos!I bought an extra power cord for my Echo a month ago but it has been on backorder. Then when I went to check, it was not scheduled to ship for another few weeks. I then saw this one, and it is new. I placed an order for it and it was at my door in two days with app.I love my Echo and wish I could buy another at the introductory rate that I did a year ago. We use it daily in our household, mainly for news and listening to music while cooking in the kitchen. We wanted another one for the main bedroom for the alarm, weather, and music. Having poor eyesight, it is nice to ask Alexa what the weather is rather then trying to find my glasses in the dark. I bough the extra cord and plugged it into my nightstand. I now unplug the one in the kitchen and plug it into the bedroom. Within a minute it is back online.So much easier than buying two Echos. Feels solid and just like the first one, very pleased.",72.0
82,Xyz Brand Tablet 7 Display Wi Fi 8 Gb Includes Special Offers Black,"['tablets', 'computers & tablets']",0.9357429718875502,4.550200803212851,249,0.9437751004016064,Just okThis tablet could be so much better if the apps actually worked decently. The built in Target pieces for app members is great and work flawlessly. But it's not enough to overcome the terrible app behavior and countless freezes. They need to take a lesson or two from electronics brand.,1060.1967871485942
83,Xyz Brand Tablet 7 Display Wi Fi 8 Gb Includes Special Offers Magenta,"['computers & tablets', 'tablets', 'electronics', 'ereaders']",1.0,5.0,4,1.0,"Compare XYZ brand HD to the brand name XYZ brand GEN 2UPDATE: I bought both a XYZ brand HD and a Gen 2. (as a present to my mother in law) My initial reviews were written after playing with them for like 20 minutes. I merged both reviews into one to really compare the two products. I'm still answering questions in the comments if you have any. And see the video that compares the two and gives a mini tour of the brand name system.My Background: I've had 4 android phones, I've had multiple e-readers and my latest 'touch' device is the Le Pan II Android tablet. I've worked on several iPads but never been compelled to spend the extra money for one myself. Wife has a first generation XYZ brand.The new brand name XYZ brand and XYZ brand HD are the second generation color brand name e-reader/media player/tablet devices. The original XYZ brand received a lot of well earned 4 star reviews. It was a great product but at the end of the day, it was a first generation product. It was no iPad slayer. The XYZ brand HD raises the bar and raises it quite a lot. Jeff Bezos said they set out to make the best tablet available period and -in some regards- they did that in spades. In other ways not so much. (more on this below in the closing thoughts)HARDWARE:BUILD QUALITY:- BOTH are top Notch. I didn't expect anything less from Target but they really are solid feeling.- XYZ brand HD lighter and while it is about the same thickness, the edges are rounded more like an iPad. sleeker look and more comfortable to hold.- XYZ brand GEN 2 is heavier and 'boxier' built to more fit existing covers I guess. It's heavier too.SIZING:The HD is just a bit taller but a decent bit wider than the XYZ brand. --- NOTE pay attention to accessories because THEY ARE NOT THE SAME SIZE.Read more",20.0
84,Xyz Brand Tablet 7 Display Wi Fi 8 Gb Includes Special Offers Magenta,"['electronics', 'tablets', 'computers & tablets', 'ereaders', 'used:computers accessories', 'used:tablets', 'computers', 'electronics features']",0.990521327014218,4.530805687203792,211,0.933649289099526,Great productThe sales people are really nice and knowledgeable to me I will come back again,946.9383886255924
85,Xyz Brand Tablet 7 Display Wi Fi 8 Gb Includes Special Offers Magenta,"['tablets', 'computers & tablets', 'electronics', 'tech toys', 'media', 'retail']",0.9404651162790698,4.451720930232558,10750,0.9508837209302325,"GoodGood basic tablet for checking email , web browsing , and reading ebooks.",45006.89860465116
